DATE,CO.R,CO.T,NMHC.R,NMHC.T,NOx.R,NOx.T,NO2.R,NO2.T,C6H6.R,O3.T,T,RH,AH
38422,1.646527778,1175.834722,218,962.3381944,379.1875,665.6951389,193.83875,1200.2875,10.54442922,1228.774306,11.14222219,44.50927081,0.578057005
38423,0.66359375,1116.53125,218,779.1145833,239.1125,722.78125,182.4811111,1147.0625,5.638478726,792.8645833,13.07291667,52.31562497,0.764597034
38424,0.703938492,1133.805556,218,758.2291667,241.3208333,768.8020833,140.5620833,1149.256944,5.398577318,816.6597222,14.36944454,49.91527785,0.807116338
38425,2.336527778,1236.625,218,968.59375,361.525,619.9166667,132.0436111,1343.760417,10.79032328,1245.291667,14.246875,52.96979149,0.822044466
38426,2.491666667,1218.822917,218,966.6354167,364.7166667,649.7395833,103.1745833,1324.84375,11.22019814,1196.21875,15.74895828,47.02083319,0.779917276
38427,2.529166667,1229.78125,218,1000.795139,387.3666667,624.8125,95.23791667,1298.885417,11.8552374,1323.319444,16.84652767,43.33229131,0.726761785
38428,2.427777778,1217.75,218,969.8020833,359.9208333,629.0416667,116.965,1282.145833,10.85672379,1254.25,17.26145839,41.61145836,0.739512134
38429,2.675,1232.329861,218,1007.173611,374.9125,603.21875,162.4005556,1318.684028,11.83794542,1257.263889,15.67326394,45.99687505,0.745766313
38430,1.9125,1186.53125,218,851.8333333,265.5541667,655.8333333,158.3086111,1277.677083,7.264685852,1025.239583,14.77395826,57.5020831,0.938238367
38431,1.593611111,1110.5625,218,770.59375,219.1041667,735.8020833,172.9016667,1203.34375,5.523313604,807.5729167,16.22395832,53.49270838,0.949962113
38432,2.545833333,1226.635417,218,967.8923611,318.4416667,617.4722222,134.3304167,1425.763889,11.02039621,1154.298611,16.61736106,55.53124996,1.005645545
38433,2.433333333,1197.791667,218,957.9895833,290.8708333,638.25,114.8845833,1364.979167,10.63208242,1153.90625,17.10208341,51.50729165,0.946089356
38434,2.888055556,1272.96875,218,1039.78125,379.5916667,581.5104167,155.9622222,1424.895833,13.11511537,1346.604167,18.81250003,44.99270815,0.910523502
38435,2.675,1343.260417,218,1052.111111,417.7583333,555.6180556,172.1202778,1451.930556,13.33172861,1467.645833,17.16562504,49.55694449,0.951560142
38436,2.504166667,1341.65625,218,1051.083333,369.7125,548.96875,150.4934722,1560.416667,12.99372681,1334.552083,17.67083339,62.75000016,1.232364348
38437,1.721111111,1216.458333,218,910.3680556,251.9583333,589.8125,150.9613889,1407.149306,8.394331907,1185.774306,18.95104163,57.90451397,1.226215311
38438,1.3375,1106.145833,218,723.1041667,184.8,725.8854167,161.5416667,1304.927083,4.303896067,884.6458333,15.60937494,72.44270861,1.270145849
38439,1.5,1079.552083,218,745.1145833,202.6583333,747.8645833,127.25,1280.635417,4.895433897,829.4479167,17.93333336,60.75729148,1.186074757
38440,2.283055556,1163.208333,218,943.2743056,302.6458333,631.9375,124.25,1429.885417,10.10106711,1133.177083,15.91180551,62.53611116,1.116464275
38441,1.916666667,1105.760417,218,908.6041667,261.1625,665.71875,148.0916667,1328.583333,8.997458158,1067.260417,17.42083332,54.03229167,0.996758954
38442,1.3875,1007.989583,218,749.3020833,184.9916667,795.4791667,146.4375,1176.46875,5.226496215,763.7708333,17.5541666,50.09270825,0.95192241
38443,1.089166667,903.1423611,218,662.8715278,161.7666667,946.7326389,161.4875,943.0069444,3.416609608,523.8680556,15.91979171,35.95972234,0.636536185
38444,0.854166667,890.8958333,218,616.1979167,142.3708333,991.6979167,156.7791667,864.2604167,2.52752211,481.6145833,15.48958331,32.21354183,0.546161002
38445,1.141666667,981.1527778,218,714.5798611,167.6625,855.9652778,167.3791667,985.1111111,4.318307339,716.9722222,18.38125005,33.68645833,0.617579361
38446,2.003777778,1090.4,218,862.1333333,263.2533333,745.05,149.7733333,1194.916667,8.435232854,995.1333333,16.96666671,42.79166657,0.724780199
